Apple strudel	generalization	strudel
Apple strudel	generalization	recipe
Falfurrias	generalization	city
UAZ	generalization	automobile manufacturer
Voile	generalization	sheer fabric
straight razor	generalization	razor
Thermal expansion	generalization	tendency
Thermal expansion	generalization	monotonic function
Pain	generalization	video game
426th Network Warfare Squadron	generalization	unit
clerical collar	generalization	item
clerical collar	generalization	detachable collar
Fatehpur	generalization	gram panchayat
Tapi district	generalization	districts
Tapi district	generalization	headquarters
Terry Inglis	generalization	fictional character
Gregorio de Salinas Varona	generalization	founder
Lactifluus volemus	generalization	species
Glamorgan	generalization	historic counties of Wales
Al pastor	generalization	dish
contrabass flute	generalization	members
toe ring	generalization	ring
Tobacco mosaic virus	generalization	single
Episcopal Church	generalization	contributing property
Laulasi island	generalization	artificial island
Laulasi island	generalization	source
Atlantica	generalization	aircraft
Plantago major	generalization	species
Plantago major	generalization	crops
Damsholte Church	generalization	church in
Prince of Wales College	generalization	School
Aquaculture	generalization	farming
Church in	generalization	curia
Church in	generalization	Dom Murilo Ramos Krieger
Church in	generalization	denomination
roundpole fence	generalization	fence
dusky robin	generalization	passerine bird
dusky robin	generalization	bird
charango	generalization	stringed instrument
Kayes Region	generalization	national subdivisions
Kayes Region	generalization	administrative area
Kayes Region	generalization	town
fish steak	generalization	cut
manjïrà	generalization	pair
Zeitgeist	generalization	character
Nuclear industry in Canada	generalization	business
Nuclear industry in Canada	generalization	exporter
Saint Boniface Church	generalization	parish church
Tura	generalization	town
Tura	generalization	valley
Perelandra	generalization	second book
Lirac	generalization	Appellation d'Origine Contrôlée
Lirac	generalization	crus
history of metamaterials	generalization	history
Albert Folch Folch	generalization	scientist
Lang	generalization	Premier of an Australian state
Râșnov Citadel	generalization	historic monument
Church of San Pedro de Atacama	generalization	church in
Church of San Pedro de Atacama	generalization	church in
Suede	generalization	type
Masjid Tanah	generalization	town
Masjid Tanah	generalization	towns
Sterling Ruby	generalization	artist
conservatory	generalization	room
Carnia	generalization	region
Flädle	generalization	dish
Commission	generalization	organization
waveguide filter	generalization	electronic filter
Jerky	generalization	meat
CR-39	generalization	polymer
Appalachian dulcimer	generalization	string instrument
Kairos Palestine	generalization	organization
Kairos Palestine	generalization	promotion
Kairos Palestine	generalization	word
Hümmling	generalization	landscape
Votive Church	generalization	church
Insurance	generalization	transfer
Insurance	generalization	form
Insurance	generalization	company
Echinochloa crus-galli	generalization	type
Balanus crenatus	generalization	species
Spirit of St. Louis	generalization	biographical film
Life Savers	generalization	brand
waist cincher	generalization	belt
Taiwan High Speed Rail	generalization	rail line
Warring States period	generalization	period
Scarecrow	generalization	character
Derrynane Abbey	generalization	abbey
Absolut Vodka	generalization	brand
Absolut Vodka	generalization	brand
Canepin	generalization	leather
painting	generalization	styles of painting
Ásíyih Khánum	generalization	title
state	generalization	concern
state	generalization	source
state	generalization	source
Santa Cruz Church	generalization	church
WDIA	generalization	radio station
writ of habeas corpus	generalization	summons
teacup	generalization	cup
teacup	generalization	custom
Holocaust Industry	generalization	book
Oldest Wooden Schoolhouse	generalization	wooden structure
Oldest Wooden Schoolhouse	generalization	Voorlezer's House
mustard oil	generalization	oil
December	generalization	date
Canadian one dollar coin	generalization	coin
Canadian one dollar coin	generalization	curve of constant width
Church of St. Bridget-Catholic	generalization	historic church
Sussex county cricket teams	generalization	birthplace
Kesh Temple Hymn	generalization	Sumerian myth
Kesh Temple Hymn	generalization	oldest surviving literature
Candlenut	generalization	flowering tree
Royoporus badius	generalization	species
Y2Fly Seahawk	generalization	ultralight trike
He	generalization	founder
Indra	generalization	singer
Deterrence	generalization	theory
Deterrence	generalization	focus
Friant Dam	generalization	gravity dam
Master Plan	generalization	23rd
Cabanossi	generalization	type
Chinese alchemy	generalization	approach
Liam Kyle Sullivan	generalization	comedian
Jermuk	generalization	mineral water
Baptismal clothing	generalization	apparel
Baptismal clothing	generalization	garment
pan flute	generalization	musical instrument
e	generalization	Earth masses
Nanofiltration	generalization	process
Nanofiltration	generalization	method
Rushden	generalization	village
Princess Monster Wife	generalization	episode
bias tee	generalization	network
bias tee	generalization	diplexer
Ciudad Mitad del Mundo	generalization	tract of land
Malabar grey hornbill	generalization	hornbill
skyscraper	generalization	building
Scott Nicholson	generalization	author
khene	generalization	mouth organ
khene	generalization	free reed
LIGA	generalization	acronym
LIGA	generalization	fabrication process
Indiana Statehouse	generalization	capitol building
Indiana Statehouse	generalization	building
SDB Karat	generalization	ultralight trike
SDB Karat	generalization	nanotrike
Wicks	generalization	leaders
Suduwol	generalization	village
Suduwol	generalization	village
snowball	generalization	object
snowball	generalization	determinant
Polish Ocean Lines	generalization	shipping company
Jr.	generalization	U.S. Representative
State Tower Building	generalization	building
Gastroenteritis	generalization	medical condition
Lena Hara cave	generalization	cave
Christchurch	generalization	roundabout
Christchurch	generalization	lane
Neuromyelitis optica	generalization	heterogeneous condition
Beretta 950	generalization	semi-automatic pistol
Beretta 950	generalization	pistol
burial vault	generalization	container
Groundling Marsh	generalization	children's television series
Hill	generalization	neighborhood
Taal	generalization	municipality
Taal	generalization	Taal Lake
Bolesławiec rail viaduct	generalization	railway bridge
Bolesławiec rail viaduct	generalization	bridges
steering wheel	generalization	type
German Lutheran Church	generalization	church in
grafter	generalization	tool used
Jegichagi	generalization	outdoor game
Church	generalization	church in
ELS Bridge over Big Wind River	generalization	bridge
Starstruck	generalization	book series
Daniel 2	generalization	chapter
law enforcement organisation	generalization	Policia Federal Argentina
Pixy Stix	generalization	candy
National War Correspondents Memorial	generalization	memorial
John Seigenthaler Pedestrian Bridge	generalization	truss bridge
attribute	generalization	characteristic
attribute	generalization	logic
José María Soler García	generalization	persons
Mary Frank Fox	generalization	sociologist of science
brigandine	generalization	form
brigandine	generalization	garment
Rempeyek	generalization	cracker
Rempeyek	generalization	industry
Coconut milk	generalization	liquid
Coconut milk	generalization	food ingredient
Infantry Regiment	generalization	military unit
Ice II	generalization	form of
Jabuka	generalization	village
Zu	generalization	music band
Cathedral	generalization	church
Şebinkarahisar	generalization	town
table mat	generalization	covering
hobby	generalization	activity
Influenzavirus B	generalization	genus
Kormakitis	generalization	village
Kormakitis	generalization	villages
Power Pack	generalization	team
Power Pack	generalization	first team
La muñeca menor	generalization	short story
cage ball	generalization	ball
Sara Holt	generalization	American sculptor
Sara Holt	generalization	contemporary artists
Community-driven development	generalization	initiative
LP	generalization	manufacturer
LP	generalization	market leader
Office for Standards in Education	generalization	non-ministerial department
Office for Standards in Education	generalization	Sir Michael Wilshaw
Beauceville	generalization	city
Chachapoyas	generalization	province
Heavy water	generalization	form
Gloria	generalization	luxury car
Elisha	generalization	prophet
Laxey	generalization	village
Laxey	generalization	Manx National Glens
Bhu Varaha Swamy temple	generalization	Hindu temple
Mandrake Root	generalization	comedy drama film
Broa	generalization	type
Broa	generalization	type
Schielo	generalization	village
Skyscraper	generalization	song
EMD GP7	generalization	diesel-electric locomotive
Fontaine du Palmier	generalization	fountain
Fontaine du Palmier	generalization	fountain
Blue Orange Games	generalization	company
Jeff Jones	generalization	environmental activist
airsickness bag	generalization	bag
Mekitsa	generalization	dish
Jacques Denis Antoine	generalization	Hôtel des Monnaies
Elephant racing	generalization	rage
Elephant racing	generalization	complex form
Elephant racing	generalization	factor
Equestrian monument to General Manuel Belgrano	generalization	landmark
hydrogen vehicle	generalization	vehicle
Tarakasi	generalization	type
colonization of the Moon	generalization	establishment
colonization of the Moon	generalization	themes
Vatulele	generalization	volcanic island
Vatulele	generalization	meters
Rapino	generalization	frazione
Canaman	generalization	municipality
It	generalization	puzzle game
Thompson	generalization	footballer
Diisobutyl Phthalate	generalization	plasticizer
Diisobutyl Phthalate	generalization	plasticizer
Bánh chưng	generalization	rice cake
pannier	generalization	basket
Artà	generalization	municipalities
Artà	generalization	seat
Marion Maréchal-Le Pen	generalization	French politician
Marion Maréchal-Le Pen	generalization	granddaughter
Marion Maréchal-Le Pen	generalization	honorary chairman
history of origami	generalization	compound
Bryggen	generalization	area
Chair	generalization	wood
Chair	generalization	item
Swine influenza	generalization	strain
Morinda	generalization	marketing company
Tamborito	generalization	song and dance
Tamborito	generalization	romantic
Tamborito	generalization	chorus
records	generalization	collection
beehive house	generalization	building
Book	generalization	collection
barbecue grill	generalization	device
component	generalization	set
oboe	generalization	family
S v Francis	generalization	case
Ickenham Lodge	generalization	lodge in
Cyberethics	generalization	study
Cyberethics	generalization	feeling
Southwest Airlines Co.	generalization	airline
Hindon River	generalization	river
Rick Bragg	generalization	journalist
Manat	generalization	currency
Ibolya Mehlmann	generalization	handballer
College	generalization	constituent college
College	generalization	small number
mid-range speaker	generalization	loudspeaker driver
mid-range speaker	generalization	truncated cone
safety fuse	generalization	type
Buddhist Uprising	generalization	heartland
Ailesbury Road	generalization	avenue
Ailesbury Road	generalization	property
Dunstable Swan Jewel	generalization	brooch
Dunstable Swan Jewel	generalization	enamel
Dunstable Swan Jewel	generalization	example
Hartwood Acres Park	generalization	county park
Hartwood Acres Park	generalization	country estates
cigarette holder	generalization	fashion accessory
Mombasa County	generalization	Counties of Kenya
Mombasa County	generalization	Mombasa
Mombasa County	generalization	county
Journals	generalization	collection
Northam Bridge	generalization	bridge
Chapeltoun	generalization	estate
Bridgewater Hall	generalization	concert venue
Bridgewater Hall	generalization	home
Seawing	generalization	ultralight trike
Seawing	generalization	design
paper towel	generalization	towel
Ventile	generalization	fabric
John Vaughn	generalization	placekicker
Justin Ernest George Morneau	generalization	first baseman
Pumpkin Walk	generalization	event
Phillip Island	generalization	uninhabited island
Gottlob	generalization	commune
capsid	generalization	shell
sanitary napkin	generalization	item
Shikarpur	generalization	village
bandage dress	generalization	dress
Ursa Major	generalization	art work
Beata Poźniak	generalization	actress
Chamois leather	generalization	type
bulbous bow	generalization	bulb
Spruce beer	generalization	beverage
Flintstones	generalization	sitcom
Ihsan	generalization	matter
Ihsan	generalization	responsibility
formation	generalization	process
formation	generalization	body
pointing machine	generalization	tool used
pointing machine	generalization	needle
pointing machine	generalization	machine
Mischocyttarus mexicanus	generalization	paper wasp
Mischocyttarus mexicanus	generalization	model
Miguel Luís Pinto Veloso	generalization	professional footballer
Malmesbury Abbey	generalization	religious house
Ltd.	generalization	manufacturer
Contourlets	generalization	framework
cochlea	generalization	portion
cochlea	generalization	cavity
cochlea	generalization	Organ of Corti
cochlea	generalization	chamber
Nautilus	generalization	photograph
Fluoromethane	generalization	gas
topological quantum computer	generalization	quantum computer
alloys	generalization	advantage
Tim Janus	generalization	entertainer
Beretta M9	generalization	pistol
Beretta M9	generalization	military specification
Montreal West	generalization	on-island suburb
Montreal West	generalization	community
PixMob	generalization	technology
Chris Savido	generalization	artist
Tales of Dunk and Egg	generalization	series of
Asteroideae	generalization	subfamily
Vishnu Temple	generalization	temples
Vishnu Temple	generalization	resource
priestly robe	generalization	articles
Singapore Airlines Cargo	generalization	cargo airline
Singapore Airlines Cargo	generalization	subsidiary
Cucumber soup	generalization	soup
Cucumber soup	generalization	soup based
It	generalization	monument
Hyblaea puera	generalization	native
Switzerland County	generalization	county
Switzerland County	generalization	Vevay
Karmin	generalization	pop duo
Fahrenheit hydrometer	generalization	device
Fahrenheit hydrometer	generalization	device
Cathedral of Saint Augustine	generalization	mother church
corn husk doll	generalization	toy
Reaganing	generalization	30 Rock
Gustavus Adolphus pastry	generalization	Gustavus Adolphus Day
Gustavus Adolphus pastry	generalization	pastry
Jr.	generalization	basketball player
338th Bombardment Group	generalization	Force unit
314th Infantry Regiment	generalization	infantry regiment
Microcontact printing	generalization	form
Nonthaburi	generalization	provinces
Nonthaburi	generalization	province
Château de Chamirey	generalization	producer
Tulli Papyrus	generalization	document
Tulli Papyrus	generalization	copy of a
Ngawi	generalization	regency
Ngawi	generalization	main gate
Donnay Sports	generalization	brand
Adventures of Jonny Quest	generalization	continuation
Communist Party	generalization	organization
Sacramental bread	generalization	bread
Surplus	generalization	episode
shoe tree	generalization	device
shoe tree	generalization	alternative
Valley Railroad	generalization	heritage railroad
Gapan	generalization	city
octuple scull	generalization	racing shell
Order of St. Gregory the Great	generalization	Orders of Knighthood
Model House	generalization	dollshouse
GPO	generalization	shopping arcade
bail	generalization	sticks
Moon	generalization	fictional character
Moon	generalization	characters
Museo Rosenbach	generalization	progressive rock band
Red Bank Plantation House	generalization	plantation house
Red Bank Plantation House	generalization	private residence
National Day Parade	generalization	time
Barack	generalization	type
Barack	generalization	term
Wedel	generalization	town
Shambar	generalization	soup
Chair	generalization	public artwork
Chair	generalization	replica
Wilson Benesch	generalization	manufacturer
Foundation for Individual Rights in Education	generalization	group
Abu Musab al-Suri	generalization	member
use	generalization	technology
use	generalization	electromechanical device
Sunsets	generalization	song
Rajouri	generalization	district
attifet	generalization	headdress
Frozen bovine semen	generalization	method
Alexander Nero	generalization	fictional character
Tiny Core Linux	generalization	operating system
Tiny Core Linux	generalization	free and open source software
Tiny Core Linux	generalization	option
Hıdırellez	generalization	variety
Circumambulation	generalization	act
Circumambulation	generalization	integral part
Circumambulation	generalization	tradition
Dhalgren	generalization	novel
bicycle wheel	generalization	wheel
Sadler 29	generalization	yacht designed
Hout Bay Museum	generalization	museum
Nairovirus	generalization	genus
Nairovirus	generalization	virus
Red House	generalization	building
Assam	generalization	state of India
Aquapasto	generalization	medium
Commonwealth of Nations	generalization	voluntary association
Commonwealth of Nations	generalization	international organisation
Polyoxymethylene	generalization	thermoplastic
County	generalization	county
County	generalization	Greenfield
Goetta	generalization	breakfast sausage
Clairette de Die AOC	generalization	sparkling white wine
Woodbury County Courthouse	generalization	building
Web Services Resource Framework	generalization	family
unsprung weight	generalization	mass
Lord-Castle	generalization	citizen
Injipuli	generalization	curry
Painted Grey Ware culture	generalization	culture
Painted Grey Ware culture	generalization	successor
Cathedral Square in Vilnius	generalization	square
Cathedral Square in Vilnius	generalization	location
Cathedral Square in Vilnius	generalization	location
Ghoraghat	generalization	Upazila
Venezia	generalization	gates
engine	generalization	diesel engine
Glucose transporters	generalization	energy for all
Glay	generalization	rock band
Sopa Teologa	generalization	soup
Sasana Wiratama	generalization	complex
University of North Carolina at Charlotte	generalization	public research university
University of North Carolina at Charlotte	generalization	institution of higher education
Uruguay	generalization	country
Uruguay	generalization	home
Uruguay	generalization	nation
Cirebon Regency	generalization	regency
Cirebon Regency	generalization	capital
Barbarian II	generalization	video game
Barbarian II	generalization	sequel
Barbarian II	generalization	extension
Olduvai Gorge Museum	generalization	museum
Flylight Motorfloater	generalization	ultralight trike
Dagenham idol	generalization	statue
Suzuki DR650	generalization	model
Suzuki DR650	generalization	dual-sport motorcycle
Coil binding	generalization	book binding
Giác Lâm Pagoda	generalization	pagoda
Giác Lâm Pagoda	generalization	temples
Brig-Visp-Zermatt-Bahn	generalization	railway
Monkton Combe School	generalization	boarding
Monkton Combe School	generalization	member
Daniel Maggs	generalization	architect
Baughman Center	generalization	chapel
Enid A. Haupt Conservatory	generalization	greenhouse
Columbia	generalization	city
Lloyd House	generalization	building
Reformed Church	generalization	Protestant churches
sonotrode	generalization	tool
Veroli Casket	generalization	casket
mix	generalization	gas
Muppets Most Wanted	generalization	caper film
Poietic Generator	generalization	game designed
Poietic Generator	generalization	algorithm
Bathinda	generalization	institute
Bathinda	generalization	Minister
Sherry	generalization	fortified wine
Sherry	generalization	anglicisation
Pasta e fagioli	generalization	dish
Pasta e fagioli	generalization	pasta fazool
Fender Mustang	generalization	electric guitar
constituency	generalization	constituencies
social psychology	generalization	approach
Sucre	generalization	constitutional capital of Bolivia
Duarte	generalization	physicist
Daniel Parker	generalization	proponents
Children of the Damned	generalization	thirteenth episode
Schierker Feuerstein	generalization	liqueur
insulated concrete form	generalization	system
Banny Venik	generalization	expansion
Port of Bridgwater	generalization	port
Pont du Garigliano	generalization	bridge
Pont du Garigliano	generalization	metal bridge
Pont du Garigliano	generalization	bridge
Molten-carbonate fuel cells	generalization	reason
Palm Bay Magnet High School	generalization	public high school
grand complication	generalization	watch
Prison Saint-Paul	generalization	subject
wine	generalization	Italian wine
Empire	generalization	faction
capillary tube mat	generalization	structure
Elm Place	generalization	skyscraper
Elm Place	generalization	building
Laurel Award for Screenwriting Achievement	generalization	lifetime achievement award
High Court of South Africa	generalization	court of law
Decorative box	generalization	form
Chlorothiazide sodium	generalization	diuretic
Waspaloy	generalization	trademark
Waspaloy	generalization	superalloy
Art Museum	generalization	art museum
Ixtenco	generalization	town and municipality
Ixtenco	generalization	community
Ixtenco	generalization	Parish
Sathya	generalization	feature film
Bansalan	generalization	municipality
McFague	generalization	Christian theologian
Flyitalia MD3 Rider	generalization	ultralight
Magimagi	generalization	product
Grand Theft Auto III	generalization	video game
Grand Theft Auto III	generalization	title
Mosque	generalization	congregational mosque
Mosque	generalization	mosque
Albertopolis	generalization	split
Perlée	generalization	expression
Ramandolo	generalization	Italian wine
Mireuksa	generalization	pagodas
Room	generalization	puzzle video game
Nick Bottom	generalization	character
Nick Bottom	generalization	member
Canada	generalization	donor
Chaki	generalization	term
Appendicitis	generalization	inflammation
International Commission on Mathematical Instruction	generalization	commission
)	generalization	Antje Jackelén
University	generalization	al
Scrapple	generalization	mush
Dorney	generalization	village
Lechfeld Air Base	generalization	base
Lechfeld Air Base	generalization	School
Lechfeld Air Base	generalization	home
521	generalization	route
history of the Netherlands	generalization	history
AR-16	generalization	selective fire
AR-16	generalization	design
Silk	generalization	television drama series
Barrow Park Cenotaph	generalization	war memorial
arcitumomab	generalization	drug
arcitumomab	generalization	immunoconjugate
arcitumomab	generalization	Fab ' fragment
Karygiannis	generalization	politician
Zonitidae	generalization	family
Zonitidae	generalization	Zonites
Kitchen Creek	generalization	tributary
jangseung	generalization	Korea
Anahata	generalization	chakra
HI-SEAS	generalization	analog
Hudoq	generalization	festival
Hudoq	generalization	hours
Walter E. Hoffman United States Courthouse	generalization	courthouse
Sapin-sapin	generalization	glutinous rice
Hálslón Reservoir	generalization	reservoir
Tim Frazier	generalization	player
Demidov Bridge	generalization	bridge
Arany Galushka	generalization	dessert
Papercrete	generalization	construction material
Whey cheese	generalization	dairy product
Sand Island	generalization	Apostle Islands
Center	generalization	facility
Ambohimanga	generalization	hill
Trilateral Cooperation Secretariat	generalization	international organization
Theni District	generalization	district
Theni District	generalization	headquarters
Permian	generalization	extinction event
Permian	generalization	mass extinction
County	generalization	county
County	generalization	Goshen
National Labor Relations Board	generalization	independent agency of the United States government
Galway Hooker	generalization	brand
Galway Hooker	generalization	flagship product
Morchella	generalization	genus
Grapes of Wrath	generalization	drama film
Zacatecas Cathedral	generalization	temple
Silver needle noodle	generalization	Chinese noodles
Babcock	generalization	attorney
Babcock	generalization	graduate
baryon	generalization	subatomic particle
book	generalization	translation
Farewell Spit	generalization	spit
ciborium	generalization	canopy
ciborium	generalization	way
cover	generalization	sticker
Trier	generalization	seat
Michael Wolf	generalization	artist
Sanjiang Dong Autonomous County	generalization	region
squared-circle postmark	generalization	type
Bologna Business School	generalization	business school
RISE	generalization	concept
festival	generalization	time
Vincent Bach Corporation	generalization	manufacturer
Subanon	generalization	tribe
516th Air Defense Group	generalization	Air Force organization
La Proveedora	generalization	archeological site
film	generalization	film
Canning Contour Channel	generalization	series of
Post Mortem	generalization	play written
Gallery	generalization	art museum
Gallery	generalization	place
power tool	generalization	tool
Mockingbird	generalization	episode
racing bicycle	generalization	bicycle
Berlin European UK	generalization	airline
Hurling	generalization	game
Mardi Gras	generalization	celebration
Mardi Gras	generalization	balls
Mardi Gras	generalization	season
Edgeley Park	generalization	football stadium
Edgeley Park	generalization	all-seater stadium
Madeira	generalization	Portuguese wine
Cenotaph	generalization	war memorial
tromino	generalization	polyomino
history	generalization	settlement
airport	generalization	flights
The	generalization	flutes
Manara	generalization	kibbutz
implant	generalization	component
implant	generalization	process
Magpul FMG-9	generalization	prototype
radiation	generalization	process
shootout	generalization	battle
Niedernhausen	generalization	municipality
Morong	generalization	municipality
Morong	generalization	Parish Church
Moltke Bridge	generalization	bridge
Burj Qatar	generalization	skyscraper
Burj Qatar	generalization	off-center
Ganpur	generalization	village
Woodall	generalization	advisor
Office	generalization	organizational unit
Gangdong District	generalization	gu
kirschwasser	generalization	fruit brandy
Terminalia catappa	generalization	tree
Blood Ties	generalization	premiere
Edition Peters	generalization	music publishers
Marxism	generalization	tendency
County	generalization	county
County	generalization	Hazlehurst
Supernatural	generalization	American television series
Sonic Ranch	generalization	complex
Nesher Malt	generalization	beer
Garda Síochána Ombudsman Commission	generalization	statutory body
Garda Síochána Ombudsman Commission	generalization	body
Liquid packaging board	generalization	paperboard
Traditional clothing	generalization	factors
Cloudy	generalization	book
Tsultrim Allione	generalization	author
Jansenville	generalization	town
Pininfarina Sergio	generalization	concept car
Pininfarina Sergio	generalization	roadster
Hyperborean cycle	generalization	series of
Hawthorne Gold Cup Handicap	generalization	race
Hawthorne Gold Cup Handicap	generalization	event
Pulltrouser Swamp	generalization	area
Llefelys	generalization	character
Llefelys	generalization	king of France
Jinnah Sindh Medical University	generalization	medical university
Mahasthangarh	generalization	archaeological sites
Bambolino	generalization	restaurant
four-dimensional space	generalization	space
University of North Texas	generalization	public institution of higher education
Untitled	generalization	mural
Vespertine	generalization	fifth studio album
Head	generalization	musical
Head	generalization	The Monkees
Head	generalization	rock group
Guardia	generalization	community
Dendrochronology	generalization	scientific method
Dendrochronology	generalization	years
Haoqiu zhuan	generalization	novel
Hai Sheng Wang	generalization	painter
Hai Sheng Wang	generalization	artist
Hai Sheng Wang	generalization	representative
ball valve	generalization	valve
Street	generalization	station
Street	generalization	blocks
Beauty and Pock Face	generalization	fairy tale
Vanaspati	generalization	word
Reaper	generalization	television series
Neve David	generalization	site
Neve David	generalization	km
Calamotropha leptogrammellus	generalization	moth
Calamotropha leptogrammellus	generalization	mm
Harmondsworth Great Barn	generalization	tithe barn
Harmondsworth Great Barn	generalization	building
Chhundo	generalization	kind
Chhundo	generalization	preparation
Chhundo	generalization	form
Chhundo	generalization	dish
Chhundo	generalization	fruit
South African Institute of Chartered Accountants	generalization	professional accountancy body
lave net	generalization	type
lave net	generalization	structure
AV-8B Harrier II	generalization	ground-attack aircraft
Malt beer	generalization	low-alcohol beer
Massaya	generalization	winery
Church	generalization	church in
Calabrian wine	generalization	Italian wine
Calabrian wine	generalization	Italy
Buganda	generalization	kingdom
Battramsley	generalization	hamlet
Battramsley	generalization	hamlet
Bartholomew County	generalization	county
Bartholomew County	generalization	Columbus
Erciyes University	generalization	institute of higher education
Kimpulan	generalization	9th
More Fish	generalization	studio album
Great Mosque of Kairouan	generalization	mosque
Great Mosque of Kairouan	generalization	monuments
Great Mosque of Kairouan	generalization	masterpieces
Rayon	generalization	cellulose fiber
Rector Magnificus	generalization	officer
Rector Magnificus	generalization	Chancellor
184th Infantry Regiment	generalization	infantry regiment
184th Infantry Regiment	generalization	battalions
World of Tanks	generalization	massively multiplayer online game
TV 2	generalization	television station
training command	generalization	Petrovic
4th Light Armored Reconnaissance Battalion	generalization	reconnaissance battalion
4th Light Armored Reconnaissance Battalion	generalization	LAV-25
throwing knife	generalization	knife
Reeves , Inc. v. Stake	generalization	exception
Bodø Main Air Station	generalization	military airbase
Bodø Main Air Station	generalization	home
England runestones	generalization	group
Marco Calderoni	generalization	footballer
Central and South Norfolk League	generalization	competition
Central and South Norfolk League	generalization	feeder
Obando Fertility Rites	generalization	ritual
Worlds	generalization	action role-playing game
Hummel H5	generalization	amateur-built aircraft
Hummel H5	generalization	development
NGC 7252	generalization	peculiar galaxy
Sherrill	generalization	football player
Sherrill	generalization	studio analyst
Copha	generalization	form
Copha	generalization	fat
Copha	generalization	chocolate crackles
mad scientist	generalization	scientist
Oxshott Heath and Woods	generalization	area
3d Airlift Squadron	generalization	squadron
shower cap	generalization	cap
Tofu skin	generalization	food product
Siget in der Wart	generalization	village
216	generalization	cube
216	generalization	sum of
216	generalization	untouchable number
GoldSrc	generalization	retronym
GoldSrc	generalization	game engine
GoldSrc	generalization	"Quake" engine
GoldSrc	generalization	engine
nazar	generalization	sight
Blast fishing	generalization	practice
complexity of constraint satisfaction	generalization	application
Judge Mathis	generalization	arbitration-based reality court show
Cheesecake	generalization	sweet dish
BFC Südring	generalization	German football club
congressional district	generalization	district
Pandalian	generalization	animated series
station	generalization	rail station
station	generalization	stations
station	generalization	hub
Parkes Weber Syndrome	generalization	vascular malformation
Plejaren	generalization	planets
Plush	generalization	textile
Archaeological Park of Urbs Salvia	generalization	park
Hurds	generalization	fairy tale
Hurds	generalization	type
Void	generalization	character
Avian Rio	generalization	high-wing
Jr.	generalization	professional wrestler
Ekolot JK 01A Elf	generalization	mid-wing
Rekel	generalization	type
tragopan	generalization	pheasant
Giuseppe Betori	generalization	Cardinal
Giuseppe Betori	generalization	archbishop of Florence
Alexander Drive	generalization	road
